"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL182",0,0.602913264520438,1,1,0,14,"RPL18"
"RPS3A2",0,0.589153908097063,1,1,0,14,"RPS3A"
"RPL18A2",0,0.588063637449366,1,1,0,14,"RPL18A"
"RPS162",0,0.574616963708359,1,1,0,14,"RPS16"
"RPL81",0,0.568740795889498,1,1,0,14,"RPL8"
"FAU3",0,0.552026533147486,1,1,0,14,"FAU"
"RPS122",0,0.5230179049756,1,1,0,14,"RPS12"
"C33",7.49667606934424e-304,1.03414554524606,0.993,0.737,1.94088943435322e-299,14,"C3"
"C1S3",5.24450313167637e-297,0.986419379813333,0.986,0.783,1.35780186079101e-292,14,"C1S"
"GPNMB2",1.37714578009778e-296,0.489290933115138,0.89,0.562,3.56543042467316e-292,14,"GPNMB"
"S100A133",8.28481180501252e-294,0.898818809783829,0.998,0.908,2.14493777631774e-289,14,"S100A13"
"MT-CO21",9.19604357334896e-292,0.61719244646728,1,1,2.38085568114004e-287,14,"MT-CO2"
"ZFAS12",1.07144340364182e-289,0.495157724218336,1,0.997,2.77396697202866e-285,14,"ZFAS1"
"COL6A26",1.68146504913062e-288,0.640129301956582,1,0.963,4.35331301219916e-284,14,"COL6A2"
"UBA522",1.67010005300134e-285,0.496748327825688,1,1,4.32388903722047e-281,14,"UBA52"
"GADD45A2",3.54673546795141e-285,0.403545659095504,0.961,0.534,9.1824981265262e-281,14,"GADD45A"
"TFPI5",4.19059258063461e-284,0.674501313624981,0.97,0.585,1.0849444191263e-279,14,"TFPI"
"NOP533",5.9912959587634e-282,0.806457553659206,0.998,0.889,1.55114652372385e-277,14,"NOP53"
"RPS253",2.23394284651684e-277,0.562855072268625,1,1,5.78367802963209e-273,14,"RPS25"
"PFDN54",1.33360883928392e-273,0.556479017196642,1,1,3.45271328490607e-269,14,"PFDN5"
"EEF1D2",1.49106300182964e-273,0.610863992514878,1,1,3.86036211173694e-269,14,"EEF1D"
"PLA2G2A2",8.50413052952764e-273,2.32221011398463,0.285,0.109,2.20171939409471e-268,14,"PLA2G2A"
"OGN2",1.38642051161704e-271,0.976037675413124,0.258,0.09,3.58944270457653e-267,14,"OGN"
"CAMK2N12",7.53752175795182e-271,0.519674635253505,0.925,0.52,1.95146438313373e-266,14,"CAMK2N1"
"RPS292",1.66519120695993e-263,0.533005768327596,1,1,4.31118003481926e-259,14,"RPS29"
"C6orf483",3.04238784180018e-258,0.574748710816126,0.971,0.599,7.87674212242066e-254,14,"C6orf48"
"RPS152",7.25401149919822e-258,0.500173258172659,1,1,1.87806357714242e-253,14,"RPS15"
"ERRFI13",3.42242445934407e-242,0.407543060296214,0.896,0.501,8.86065692524179e-238,14,"ERRFI1"
"RPL312",2.04495898637371e-240,0.588039794779212,1,1,5.29439881572153e-236,14,"RPL3"
"SNHG82",2.18704954168988e-233,0.603309684241678,0.999,0.936,5.66227126343509e-229,14,"SNHG8"
"RPS132",1.20744380265773e-232,0.418309401153372,1,1,3.12607200508085e-228,14,"RPS13"
"EGR12",2.62382757705327e-231,0.947952938219064,0.771,0.459,6.79308959699093e-227,14,"EGR1"
"RPL262",4.01762923510271e-227,0.523052556940566,1,1,1.04016420896809e-222,14,"RPL26"
"IFITM33",1.15122656942837e-226,0.646103441151818,0.999,0.956,2.98052558825005e-222,14,"IFITM3"
"CTSK4",1.36305770863244e-225,1.319214524946,0.561,0.357,3.52895640764939e-221,14,"CTSK"
"CD994",2.33639572921667e-223,0.784608504203814,1,0.964,6.04892854294195e-219,14,"CD99"
"PDGFRB4",8.14919003783687e-223,0.40490994648632,0.852,0.47,2.10982530079597e-218,14,"PDGFRB"
"SRPX7",1.55373681938543e-222,0.864341638911655,0.684,0.401,4.02262462538888e-218,14,"SRPX"
"RPL414",2.34107567875568e-220,0.433188398500698,1,1,6.06104493229845e-216,14,"RPL41"
"MT-ATP83",2.52554486687355e-220,0.91678115843549,0.989,0.767,6.53863566033561e-216,14,"MT-ATP8"
"MEG34",9.72513245844845e-218,1.45476872339274,0.429,0.256,2.5178367934923e-213,14,"MEG3"
"EPB41L4A-AS11",1.05144786544717e-211,0.42724382079455,0.865,0.519,2.72219852364271e-207,14,"EPB41L4A-AS1"
"SELENOP2",1.14045879083773e-206,1.21855925794292,0.42,0.24,2.95264780947889e-202,14,"SELENOP"
"RHOB3",5.47912665920917e-205,0.427088013506303,0.848,0.477,1.41854589206925e-200,14,"RHOB"
"RPS242",2.42908608296886e-203,0.470608391403885,1,1,6.28890386880639e-199,14,"RPS24"
"TIMP23",4.53989503754221e-200,0.768668721002258,1,0.963,1.17537882521968e-195,14,"TIMP2"
"FOS2",2.17558164258821e-197,1.73129218606019,0.588,0.359,5.63258087266087e-193,14,"FOS"
"C1R3",2.28202495598635e-188,0.724899504951235,0.976,0.764,5.90816261104866e-184,14,"C1R"
"RPL52",1.02924569690003e-186,0.436435769925707,1,1,2.66471710927419e-182,14,"RPL5"
"RPS27A3",1.38620973412891e-184,0.430983691317471,1,1,3.58889700165974e-180,14,"RPS27A"
"OSER11",7.29098782097881e-184,0.336066012381539,0.967,0.589,1.88763674685141e-179,14,"OSER1"
"RPS53",2.14726672805493e-182,0.467790939579021,1,1,5.55927355893421e-178,14,"RPS5"
"PCOLCE4",6.94262640721513e-180,0.536462887874687,0.931,0.611,1.797445976828e-175,14,"PCOLCE"
"JUN2",5.911002718222e-177,0.808886212288058,0.998,0.895,1.53035860374768e-172,14,"JUN"
"ANXA14",3.18026414066889e-176,0.657013726475025,1,0.997,8.23370386019177e-172,14,"ANXA1"
"LAPTM4A1",8.95020205589611e-175,0.581720235205539,1,0.993,2.3172073122715e-170,14,"LAPTM4A"
"LHFPL65",2.16952723874447e-174,0.814199753580756,0.987,0.759,5.61690602110944e-170,14,"LHFPL6"
"COL6A16",1.0242516590964e-167,0.44325188507564,1,0.948,2.65178754540057e-163,14,"COL6A1"
"CXCL25",3.26252820994304e-167,0.274844959554033,0.999,0.799,8.44668553554254e-163,14,"CXCL2"
"CD92",4.48125928840355e-167,0.468920720192517,0.787,0.49,1.16019802976768e-162,14,"CD9"
"RPL352",5.75472338219655e-155,0.459181119467739,1,1,1.48989788365069e-150,14,"RPL35"
"S100A64",3.12840590867899e-148,0.629642217441429,1,0.999,8.0994428975699e-144,14,"S100A6"
"C12orf572",4.57833307420542e-147,0.584532915219179,0.998,0.911,1.18533043291178e-142,14,"C12orf57"
"CMTM33",1.65272278766183e-146,0.258637224468511,0.874,0.532,4.27889929725648e-142,14,"CMTM3"
"RPS20",2.63578529328659e-145,0.429051618507648,1,0.998,6.82404812431897e-141,14,"RPS20"
"TSHZ22",5.11793934487243e-141,0.369091661486012,0.961,0.601,1.32503449638747e-136,14,"TSHZ2"
"PXDC1",1.7434279892741e-133,0.310360796634683,0.971,0.608,4.51373506423064e-129,14,"PXDC1"
"ANXA53",3.62929695393837e-133,0.440346014355413,1,1,9.39624981374645e-129,14,"ANXA5"
"CD553",3.1755733656653e-132,0.601602622210232,0.997,0.767,8.22155944370747e-128,14,"CD55"
"TOMM73",2.46239219704847e-131,0.410305611613507,1,0.999,6.37513339815849e-127,14,"TOMM7"
"GADD45B",6.14824236250678e-128,1.2329742308653,0.995,0.784,1.591779947653e-123,14,"GADD45B"
"ZFP36L23",7.73295375966185e-128,0.27184931545479,0.983,0.604,2.00206172837645e-123,14,"ZFP36L2"
"ABI3BP3",1.59871594458192e-127,0.286919338533408,0.982,0.643,4.13907558052259e-123,14,"ABI3BP"
"ITM2B5",5.0002708784873e-126,0.571469249422221,1,0.972,1.29457013044036e-121,14,"ITM2B"
"IRF14",7.0715341955881e-126,0.34323036615469,0.984,0.61,1.83082020323776e-121,14,"IRF1"
"PAM1",2.24681026010914e-125,0.29948482816301,0.952,0.608,5.81699176342255e-121,14,"PAM"
"EMP14",4.08283702238279e-121,0.496139151937202,0.999,0.832,1.0570465050949e-116,14,"EMP1"
"MT1A4",4.85742911546799e-121,1.1933235395973,0.987,0.658,1.25758839799466e-116,14,"MT1A"
"C9orf163",1.58295333648133e-119,0.452033333360399,0.855,0.588,4.09826618815015e-115,14,"C9orf16"
"EIF12",5.20879979498324e-118,0.388247800445546,1,1,1.34855826692116e-113,14,"EIF1"
"AEBP15",2.81126702921424e-117,0.488556219009463,0.995,0.81,7.27837033863568e-113,14,"AEBP1"
"TRIP10",9.64439378467589e-116,0.296307779079607,0.957,0.618,2.49693355085259e-111,14,"TRIP10"
"RPL13A2",2.01620868720673e-115,0.36053438864757,1,1,5.21996429117822e-111,14,"RPL13A"
"SOCS33",3.03524783099306e-114,0.588079186032439,0.993,0.813,7.85825663444103e-110,14,"SOCS3"
"RPS143",5.3626704093036e-114,0.330390649550071,1,1,1.3883953689687e-109,14,"RPS14"
"ANKRD103",5.1893644984669e-113,0.324507863986677,0.764,0.489,1.34352646865308e-108,14,"ANKRD10"
"PEA151",1.18558174968055e-111,0.398311118669165,0.999,0.868,3.06947114992293e-107,14,"PEA15"
"RPL382",4.91222231445255e-110,0.411351647407666,1,1,1.27177435721176e-105,14,"RPL38"
"FOSB1",5.51228665701738e-108,1.43170843263367,0.295,0.188,1.4271310155018e-103,14,"FOSB"
"NFIX3",4.85261518216485e-107,0.3078908359635,0.943,0.621,1.25634207066248e-102,14,"NFIX"
"RPS281",1.3494666353903e-106,0.298347363315488,1,1,3.49376911902548e-102,14,"RPS28"
"MIR4435-2HG5",1.10266225236734e-104,0.291422367258372,0.998,0.912,2.85479257137903e-100,14,"MIR4435-2HG"
"CYBRD12",1.95831924972278e-103,1.03657973398707,0.477,0.374,5.07008853753229e-99,14,"CYBRD1"
"MAEA",6.56133760532499e-103,0.251128549761548,0.954,0.611,1.69873030601864e-98,14,"MAEA"
"RPL151",1.76770366736131e-102,0.274926272725296,1,1,4.57658479479843e-98,14,"RPL15"
"SNHG152",3.863665310854e-100,0.265076371757299,0.996,0.702,1.0003029489801e-95,14,"SNHG15"
"RPL23A3",9.58638313232105e-100,0.384885491437712,1,1,2.48191459295792e-95,14,"RPL23A"
"PLTP1",3.22591237161598e-99,1.09228563999661,0.385,0.289,8.35188713011377e-95,14,"PLTP"
"RPS33",2.10548673247115e-98,0.303509907875739,1,1,5.4511051503678e-94,14,"RPS3"
"MAFF2",2.13411336697643e-97,0.53811203025962,0.799,0.538,5.52521950710197e-93,14,"MAFF"
"CCNL13",1.05024257297912e-95,0.592866862496607,0.991,0.71,2.71907802144293e-91,14,"CCNL1"
"DDAH21",7.21220727131272e-90,0.458550115790844,0.955,0.683,1.86724046254286e-85,14,"DDAH2"
"NFIL3",1.00042812146884e-89,0.322927642631627,0.962,0.63,2.59010840648282e-85,14,"NFIL3"
"MYC4",1.93496911285008e-89,0.405060151328041,0.999,0.81,5.00963503316887e-85,14,"MYC"
"CYTOR5",4.47368999979416e-88,0.27670124711722,1,0.936,1.15823834094671e-83,14,"CYTOR"
"COMMD62",2.01117696451167e-83,0.393841719031836,0.999,0.989,5.20693716112071e-79,14,"COMMD6"
"RPLP22",2.63400253899546e-82,0.261349813265058,1,1,6.81943257345925e-78,14,"RPLP2"
"RPS214",4.83522254567532e-82,0.288190180148229,1,1,1.25183911707534e-77,14,"RPS21"
"FCGRT2",8.22891297296562e-82,0.427673507272803,0.614,0.475,2.1304655687008e-77,14,"FCGRT"
"MYADM1",1.83304424633211e-80,0.55182310506383,0.986,0.714,4.74575155375383e-76,14,"MYADM"
"RPL192",1.88210508391448e-80,0.358355467556526,1,1,4.87277006225459e-76,14,"RPL19"
"CIRBP3",9.49902337599472e-79,0.396807596240523,0.998,0.927,2.45929715204503e-74,14,"CIRBP"
"ATF31",3.532133836066e-78,1.35444683605709,0.254,0.163,9.14469450157488e-74,14,"ATF3"
"ATP13A33",3.52410362591939e-74,0.255794917885136,0.999,0.921,9.12390428750531e-70,14,"ATP13A3"
"EEF1B22",4.84476569809098e-73,0.432935035792214,1,1,1.25430983923575e-68,14,"EEF1B2"
"RPLP04",2.00931559924979e-71,0.256986744670987,1,1,5.20211808645769e-67,14,"RPLP0"
"RPSA2",9.58191061603716e-71,0.294646594634792,1,1,2.48075665849202e-66,14,"RPSA"
"RPL364",8.02819397588384e-70,0.289106030699561,1,1,2.07849942035632e-65,14,"RPL36"
"CD811",1.66164733447567e-69,0.521978911018794,1,0.998,4.30200494895751e-65,14,"CD81"
"RPL63",7.49841702938416e-68,0.306054843821366,1,1,1.94134016890756e-63,14,"RPL6"
"MTRNR2L83",2.40406325401923e-66,0.573555132050604,0.98,0.785,6.22411976465579e-62,14,"MTRNR2L8"
"GPX31",1.96338614777316e-65,1.04407004779437,0.258,0.182,5.08320673658472e-61,14,"GPX3"
"RYBP1",4.5347895865869e-65,0.303045183212545,0.683,0.472,1.17405702396735e-60,14,"RYBP"
"EIF4A23",4.79383997245159e-65,0.286524820229936,0.999,0.923,1.24112516886772e-60,14,"EIF4A2"
"NENF",9.87821574874551e-65,0.404420449237736,1,0.97,2.55747005735021e-60,14,"NENF"
"SDC22",5.97379503344253e-63,0.353750107473776,0.633,0.469,1.54661553415827e-58,14,"SDC2"
"KDM6B3",1.59930136506727e-62,0.280031411944169,0.568,0.386,4.14059123415916e-58,14,"KDM6B"
"MMP27",3.16156714750948e-62,0.304144088766881,1,0.904,8.18529734490204e-58,14,"MMP2"
"DNTTIP21",4.78793597128421e-62,0.295240043284368,0.998,0.906,1.23959662296548e-57,14,"DNTTIP2"
"IER2",3.06189127392526e-61,0.25928192116142,0.999,0.904,7.92723650819249e-57,14,"IER2"
"FBLN24",5.879407998954e-60,0.588573354304456,0.56,0.432,1.52217873092919e-55,14,"FBLN2"
"HNRNPH31",5.46168110189552e-57,0.347518733845965,1,0.995,1.41402923728075e-52,14,"HNRNPH3"
"TAF1D1",1.61113181905585e-55,0.27211432656785,0.999,0.924,4.17122027953559e-51,14,"TAF1D"
"FSTL15",8.00422487666339e-55,0.38166969085482,0.998,0.93,2.07229382056815e-50,14,"FSTL1"
"MKNK2",1.64817440003274e-54,0.516630690931697,0.666,0.477,4.26712352168476e-50,14,"MKNK2"
"MXRA75",3.19055360372829e-54,0.272460007570203,0.998,0.948,8.26034328005254e-50,14,"MXRA7"
"CRIP14",7.43269556346328e-51,0.538028227504564,0.325,0.218,1.92432488138064e-46,14,"CRIP1"
"UGDH1",6.33420265496456e-50,0.280690313872851,0.997,0.856,1.63992506737032e-45,14,"UGDH"
"RSRC21",3.20681147740859e-49,0.367022697303314,0.998,0.921,8.30243491501083e-45,14,"RSRC2"
"SYNE11",4.78023549247745e-49,0.268470432392903,0.719,0.515,1.23760296900241e-44,14,"SYNE1"
"MXRA83",2.49809383893162e-48,0.581968580087778,0.618,0.517,6.46756494899398e-44,14,"MXRA8"
"TMEM176A2",1.68461869100386e-44,0.637074898379484,0.258,0.188,4.36147779100899e-40,14,"TMEM176A"
"LGALS3BP1",2.6335518678001e-41,0.259430169007088,0.884,0.648,6.81826578573446e-37,14,"LGALS3BP"
"SCML11",2.80067750085809e-40,0.369673420915823,0.476,0.355,7.25095404972159e-36,14,"SCML1"
"AMD11",4.27469799462455e-40,0.317282289125138,0.998,0.929,1.1067193108083e-35,14,"AMD1"
"CYB5A4",3.30142845575635e-39,0.254257039568206,0.981,0.703,8.54739827195318e-35,14,"CYB5A"
"HTRA13",1.36736763978389e-37,0.557761953217171,0.627,0.563,3.54011481940048e-33,14,"HTRA1"
"LMNA4",4.25884915167364e-34,0.466310847811467,0.998,0.938,1.1026160453683e-29,14,"LMNA"
"LARP62",3.38450632105995e-33,0.27086164494072,0.988,0.731,8.7624868652242e-29,14,"LARP6"
"CCNI2",7.49303627603167e-29,0.288660600135617,0.998,0.993,1.9399470918646e-24,14,"CCNI"
"DNAJB1",1.01373859199481e-25,0.365590232421017,0.991,0.744,2.62456921467457e-21,14,"DNAJB1"
"TMEM594",2.35899311683103e-25,0.331944795097881,0.999,0.96,6.10743317947552e-21,14,"TMEM59"
"CHMP4B1",1.05780244410173e-22,0.408038420813553,0.994,0.782,2.73865052777938e-18,14,"CHMP4B"
"JUNB1",1.3265383038265e-22,0.318775603387349,0.999,0.941,3.43440766860681e-18,14,"JUNB"
"ECM13",6.75348719978421e-22,0.557462864684735,0.381,0.333,1.74847783602413e-17,14,"ECM1"
"KCNQ1OT12",8.5112002886581e-20,0.367212292109168,0.481,0.375,2.20354975473358e-15,14,"KCNQ1OT1"
"IFT571",4.87162350681518e-18,0.261728689331118,0.995,0.754,1.26126332591445e-13,14,"IFT57"
"RPS71",2.27060559093704e-17,0.32411845794342,1,1,5.87859787493599e-13,14,"RPS7"
"BRD22",5.87841530097318e-17,0.267196812863676,0.998,0.909,1.52192172142196e-12,14,"BRD2"
"BDH22",1.05837028983357e-15,0.324447437782365,0.502,0.435,2.74012068037912e-11,14,"BDH2"
"YWHAE2",1.46555730139228e-15,0.255948649539347,1,1,3.7943278533046e-11,14,"YWHAE"
"SCPEP12",3.10256166866177e-13,0.384135453367813,0.165,0.261,8.03253216016533e-09,14,"SCPEP1"
"SMDT14",5.48233340170243e-12,0.291775367846404,0.992,0.795,1.41937611770076e-07,14,"SMDT1"
"SGCE2",8.91848287870403e-12,0.838128882678467,0.264,0.27,2.30899521729647e-07,14,"SGCE"
"PCOLCE23",4.18162496531115e-10,0.957733349490907,0.373,0.366,1.08262270351906e-05,14,"PCOLCE2"
"EPB41L22",5.09861734801761e-09,0.319998195996443,0.52,0.46,0.000132003203140176,14,"EPB41L2"
"EFEMP14",1.33990666923084e-08,0.270067782095532,0.597,0.646,0.000346901836663864,14,"EFEMP1"
"COPZ24",1.24177756463838e-06,0.408996618904649,0.345,0.329,0.0321496211484876,14,"COPZ2"
"EPHX12",0.000727614120050153,0.434494205043586,0.296,0.296,1,14,"EPHX1"
"HSPA6",0,4.75579257582048,0.47,0.026,0,15,"HSPA6"
"HSPA1A",0,4.53946001826489,0.979,0.738,0,15,"HSPA1A"
"CRYAB2",0,4.49960185936619,0.825,0.526,0,15,"CRYAB"
"HSPA1B",0,4.05024066721293,0.717,0.482,0,15,"HSPA1B"
"GADD45B1",0,3.50591150401727,0.986,0.784,0,15,"GADD45B"
"PLCG21",0,3.19625882757456,0.834,0.636,0,15,"PLCG2"
"DNAJB11",0,3.15314955887946,0.977,0.744,0,15,"DNAJB1"
"PPP1R15A3",0,3.10119780026181,1,0.879,0,15,"PPP1R15A"
"ATF32",0,3.04436636349224,0.698,0.156,0,15,"ATF3"
"RSRC22",0,2.59880267358315,0.998,0.921,0,15,"RSRC2"
"C11orf964",0,2.51302842050346,0.665,0.289,0,15,"C11orf96"
"GEM4",0,2.42188831193473,0.792,0.459,0,15,"GEM"
"FOS3",0,2.30564333274794,0.631,0.358,0,15,"FOS"
"NR4A1",0,2.29700664352157,0.417,0.113,0,15,"NR4A1"
"CCNL14",0,2.27975568178234,0.982,0.71,0,15,"CCNL1"
"UBC1",0,2.21649661983893,1,0.999,0,15,"UBC"
"EFNB2",0,2.14193005503992,0.259,0.045,0,15,"EFNB2"
"JUN3",0,2.13315110763413,0.999,0.895,0,15,"JUN"
"MGP2",0,2.12506046052095,0.543,0.164,0,15,"MGP"
"RRAD",0,2.07471287439997,0.341,0.114,0,15,"RRAD"
"GADD45A3",0,2.07291205493401,0.921,0.534,0,15,"GADD45A"
"GADD45G",0,2.05810971774007,0.309,0.08,0,15,"GADD45G"
"HES42",0,2.02724868003825,0.363,0.143,0,15,"HES4"
"FOSB2",0,2.01178075421512,0.467,0.185,0,15,"FOSB"
"CYLD1",0,1.93885787081686,0.577,0.336,0,15,"CYLD"
"ZFP364",0,1.93250679492108,0.707,0.458,0,15,"ZFP36"
"OSER12",0,1.84368936307158,0.936,0.589,0,15,"OSER1"
"PHLDA23",0,1.71619111164657,0.978,0.681,0,15,"PHLDA2"
"ZFAS13",0,1.65504424590478,1,0.997,0,15,"ZFAS1"
"IER21",0,1.65297843997896,0.992,0.904,0,15,"IER2"
"TAF1D2",0,1.65161631203675,0.999,0.924,0,15,"TAF1D"
"HNRNPH32",0,1.64878940839816,1,0.995,0,15,"HNRNPH3"
"KDM6B4",0,1.62078206961711,0.642,0.385,0,15,"KDM6B"
"KLF101",0,1.61820163358936,0.957,0.728,0,15,"KLF10"
"ARC",0,1.61591520623357,0.3,0.08,0,15,"ARC"
"DDIT33",0,1.60061576741355,0.936,0.614,0,15,"DDIT3"
"GPBP13",0,1.58251138207115,0.982,0.745,0,15,"GPBP1"
"TRA2A2",0,1.57182033329733,0.924,0.651,0,15,"TRA2A"
"IFRD13",0,1.55236224811179,0.983,0.753,0,15,"IFRD1"
"BAG31",0,1.50681142395765,0.94,0.679,0,15,"BAG3"
"JUND5",0,1.49476760975867,0.994,0.87,0,15,"JUND"
"NFKBIA3",0,1.48893984572154,0.998,0.959,0,15,"NFKBIA"
"UBB",0,1.48790591821725,1,1,0,15,"UBB"
"CSRNP1",0,1.46549763273385,0.395,0.171,0,15,"CSRNP1"
"SLC3A25",0,1.44621306064109,1,0.944,0,15,"SLC3A2"
"MAFF3",0,1.43982153743884,0.783,0.539,0,15,"MAFF"
"HSP90AB15",0,1.42929191406829,1,1,0,15,"HSP90AB1"
"IRF15",0,1.42133364509163,0.918,0.611,0,15,"IRF1"
"PPP1R10",0,1.39983638199389,0.944,0.664,0,15,"PPP1R10"
"HSPB82",0,1.37384814395137,0.396,0.166,0,15,"HSPB8"
"MAP1LC3B3",0,1.37301286800809,1,0.967,0,15,"MAP1LC3B"
"SAT16",0,1.3523822289951,1,0.967,0,15,"SAT1"
"DNAJA12",0,1.35221302402497,1,0.998,0,15,"DNAJA1"
"EIF4A24",0,1.35113425086756,0.998,0.923,0,15,"EIF4A2"
"PEA152",0,1.3379700638409,0.996,0.868,0,15,"PEA15"
"ANKRD104",0,1.23821016441284,0.73,0.49,0,15,"ANKRD10"
"SON3",0,1.23494519707351,1,0.979,0,15,"SON"
"ANXA54",0,1.23029257745601,1,1,0,15,"ANXA5"
"EIF53",0,1.22083799458232,1,0.997,0,15,"EIF5"
"TPT13",0,1.19859790335856,1,1,0,15,"TPT1"
"ABL22",0,1.15093827152503,0.987,0.76,0,15,"ABL2"
"CHMP4B2",0,1.14727036118125,0.979,0.783,0,15,"CHMP4B"
"SNHG153",0,1.14261818616171,0.967,0.703,0,15,"SNHG15"
"RBM392",0,1.13352935736827,1,0.992,0,15,"RBM39"
"CLIC2",0,1.1248710671273,0.273,0.09,0,15,"CLIC2"
"WTAP2",0,1.10925063020127,0.999,0.962,0,15,"WTAP"
"RND34",0,1.10607653691409,0.998,0.933,0,15,"RND3"
"YTHDC12",0,1.08977703922826,0.978,0.761,0,15,"YTHDC1"
"SNHG83",0,1.08494807554275,0.997,0.936,0,15,"SNHG8"
"TRA2B1",0,1.067734568465,0.996,0.923,0,15,"TRA2B"
"H3F3B1",0,1.05217711019409,1,1,0,15,"H3F3B"
"MAFG2",0,1.03343617878208,0.975,0.714,0,15,"MAFG"
"RAB211",0,1.0260586454216,0.977,0.759,0,15,"RAB21"
"TAF72",0,1.01026586668723,0.989,0.807,0,15,"TAF7"
"ARID5B5",0,1.00820135261484,0.999,0.941,0,15,"ARID5B"
"EPB41L4A-AS12",0,1.0024794435896,0.768,0.521,0,15,"EPB41L4A-AS1"
"EIF13",0,0.998070460058581,1,1,0,15,"EIF1"
"RHEB2",0,0.994625478892593,1,0.993,0,15,"RHEB"
"SDCBP3",0,0.993299558513808,0.998,0.937,0,15,"SDCBP"
"JMJD1C1",0,0.96156129995873,0.964,0.718,0,15,"JMJD1C"
"UBE2D32",0,0.935001532829561,1,0.999,0,15,"UBE2D3"
"BRD23",0,0.927986300534561,0.996,0.909,0,15,"BRD2"
"UBE2B1",0,0.915952499316536,1,0.985,0,15,"UBE2B"
"DDX59",0,0.906583604995908,1,0.998,0,15,"DDX5"
"EPC12",0,0.905634943916364,0.886,0.615,0,15,"EPC1"
"RIOK31",0,0.897953388198218,0.984,0.74,0,15,"RIOK3"
"SFPQ2",0,0.806453678768741,0.999,0.988,0,15,"SFPQ"
"BTF32",0,0.655355757747595,1,1,0,15,"BTF3"
"GPRC5A4",7.48139677339306e-306,1.09635846317269,0.387,0.173,1.93693362463146e-301,15,"GPRC5A"
"JUNB2",4.50705411538997e-305,1.73569691035035,0.996,0.942,1.16687631047446e-300,15,"JUNB"
"CCDC592",8.759627729847e-303,0.873196651714811,0.998,0.937,2.26786761925739e-298,15,"CCDC59"
"RPL213",1.3299351117744e-301,0.522221994446854,1,1,3.44320200438393e-297,15,"RPL21"
"ATF42",4.10196621065485e-297,0.719010412334827,0.999,0.955,1.06199905193854e-292,15,"ATF4"
"CLU4",2.47281950668173e-296,0.998897591755497,0.984,0.769,6.40212970279901e-292,15,"CLU"
"SPAG91",1.5488322678657e-292,0.90722382224901,0.997,0.896,4.0099267415043e-288,15,"SPAG9"
"CLK12",2.720395824818e-292,1.31165985562215,0.543,0.351,7.04310479045379e-288,15,"CLK1"
"DNTTIP22",3.41145031089977e-290,0.930672665281829,0.994,0.906,8.83224485491952e-286,15,"DNTTIP2"
"SRSF72",1.14135333869774e-289,0.855795158646402,0.999,0.991,2.95496379388846e-285,15,"SRSF7"
"MIR4435-2HG6",3.83932294903854e-287,1.02021313494903,0.998,0.912,9.94000711506078e-283,15,"MIR4435-2HG"
"TOP13",7.99346728966854e-283,0.784211401044573,0.999,0.981,2.06950868129518e-278,15,"TOP1"
"SRSF102",2.23376892563022e-282,0.815704505710664,0.999,0.97,5.78322774845664e-278,15,"SRSF10"
"FOSL14",2.44460362471785e-282,1.16628470662202,0.996,0.826,6.32907878439452e-278,15,"FOSL1"
"SQSTM15",1.55898792993823e-279,0.887657609740611,1,0.977,4.03621975061008e-275,15,"SQSTM1"
"CYSTM14",4.29010905022278e-279,0.921451971181004,0.992,0.852,1.11070923310268e-274,15,"CYSTM1"
"ARID4B2",9.40987984703627e-278,1.12391084562961,0.987,0.814,2.43621789239769e-273,15,"ARID4B"
"DNAJB61",1.09291175645468e-273,0.857021261468268,0.999,0.962,2.82954853746117e-269,15,"DNAJB6"
"HLA-E5",6.84091718413398e-271,0.884940657889925,0.999,0.952,1.77111345897229e-266,15,"HLA-E"
"HSPB14",8.79914124892803e-269,1.74614575693935,0.989,0.911,2.27809766934747e-264,15,"HSPB1"
"CHMP1B4",2.78472564748454e-268,1.93622109506861,0.928,0.696,7.20965470133748e-264,15,"CHMP1B"
"SRSF32",9.12721725980481e-265,0.93873096562217,1,0.999,2.36303654856346e-260,15,"SRSF3"
"CHMP2B1",4.83048102116568e-264,0.992771855888246,0.983,0.774,1.25061153637979e-259,15,"CHMP2B"
"BDKRB14",3.7915614011603e-263,1.06352263549758,0.917,0.61,9.81635246760401e-259,15,"BDKRB1"
"RAB7A1",9.82866141458358e-261,0.774119679098491,1,0.989,2.54464044023569e-256,15,"RAB7A"
"PNRC14",3.35476713290396e-260,0.924540387390058,0.994,0.834,8.68549210708834e-256,15,"PNRC1"
"YWHAE3",8.8910167598926e-258,0.609420180452163,1,1,2.3018842391362e-253,15,"YWHAE"
"PXDC11",4.65222394710668e-256,0.810088594256152,0.844,0.61,1.20446077990592e-251,15,"PXDC1"
"AFF4",6.33527133629972e-254,0.849728745501588,0.966,0.756,1.640201748968e-249,15,"AFF4"
"BTG33",1.77884296203037e-252,0.860589707368598,0.999,0.953,4.60542442869663e-248,15,"BTG3"
"LAMTOR3",6.10161385164879e-251,0.897930668093533,0.882,0.657,1.57970782619187e-246,15,"LAMTOR3"
"HSPH12",4.03835896591289e-249,1.35738666408819,0.999,0.965,1.04553113627485e-244,15,"HSPH1"
"TCEAL71",2.97679371117458e-246,2.47639656001173,0.417,0.241,7.70691891823098e-242,15,"TCEAL7"
