"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IL11",0,2.67192602053509,0.783,0.604,0,0,"IL11"
"PTGS2",0,1.94219543990336,0.87,0.702,0,0,"PTGS2"
"INHBA",0,1.74194641541983,0.759,0.645,0,0,"INHBA"
"PLAU",0,1.73123821044205,0.914,0.766,0,0,"PLAU"
"LIF",0,1.66486129635798,0.887,0.695,0,0,"LIF"
"CXCL3",0,1.62826363214803,0.99,0.897,0,0,"CXCL3"
"CSF3",0,1.60010316752878,0.754,0.622,0,0,"CSF3"
"TFPI2",0,1.58187867275562,0.907,0.865,0,0,"TFPI2"
"ALKAL2",0,1.50644038649008,0.42,0.157,0,0,"ALKAL2"
"RSPO3",0,1.47285182310982,0.819,0.489,0,0,"RSPO3"
"TNFAIP6",0,1.42446284765466,0.946,0.769,0,0,"TNFAIP6"
"IL6",0,1.42280901139734,0.884,0.841,0,0,"IL6"
"CXCL2",0,1.39980734234238,0.878,0.789,0,0,"CXCL2"
"PAPPA",0,1.27906684580057,0.836,0.707,0,0,"PAPPA"
"PTGES",0,1.25783783949717,0.993,0.86,0,0,"PTGES"
"THBS2",0,1.17990007398955,0.951,0.779,0,0,"THBS2"
"IER3",0,1.15544265542442,0.997,0.984,0,0,"IER3"
"EDNRB",0,1.15031840350503,0.751,0.367,0,0,"EDNRB"
"C11orf96",0,1.13219058954139,0.564,0.248,0,0,"C11orf96"
"PDGFRA",0,1.11021196915765,0.98,0.869,0,0,"PDGFRA"
"CLMP",0,1.10045402084115,0.996,0.941,0,0,"CLMP"
"IL33",0,1.04678958095992,0.84,0.768,0,0,"IL33"
"GEM",0,1.01882449789003,0.754,0.414,0,0,"GEM"
"FGF7",0,0.933627768543908,0.997,0.937,0,0,"FGF7"
"AKAP12",0,0.933120748920648,0.837,0.682,0,0,"AKAP12"
"GNG11",0,0.924230157331456,0.949,0.882,0,0,"GNG11"
"CXCL8",0,0.906323864296517,0.995,0.941,0,0,"CXCL8"
"CYGB",0,0.903536616624422,0.634,0.311,0,0,"CYGB"
"CLU",0,0.88609015168986,0.804,0.766,0,0,"CLU"
"AKR1C1",0,0.881573227682171,0.915,0.794,0,0,"AKR1C1"
"PID1",0,0.866692809329408,0.947,0.793,0,0,"PID1"
"DDIT4",0,0.858412809778829,0.865,0.775,0,0,"DDIT4"
"TMEM158",0,0.838405310441075,0.851,0.829,0,0,"TMEM158"
"CREG1",0,0.831128108261387,0.983,0.875,0,0,"CREG1"
"NFKBIA",0,0.82845130181899,0.985,0.955,0,0,"NFKBIA"
"DUSP1",0,0.820728473145394,0.919,0.873,0,0,"DUSP1"
"MPZL1",0,0.814028876684637,1,0.991,0,0,"MPZL1"
"PDLIM4",0,0.805036704429178,0.994,0.973,0,0,"PDLIM4"
"HOXA5",0,0.777623124386598,0.661,0.497,0,0,"HOXA5"
"NBL1",0,0.77570976885824,0.898,0.834,0,0,"NBL1"
"IGFBP4",0,0.770586849503302,0.893,0.892,0,0,"IGFBP4"
"IGFBP7",0,0.750939320985748,0.894,0.804,0,0,"IGFBP7"
"SOX4",0,0.737337197161084,0.977,0.948,0,0,"SOX4"
"GREM1",0,0.736736854296089,0.266,0.081,0,0,"GREM1"
"PKIG",0,0.728590716539484,0.852,0.767,0,0,"PKIG"
"KCNE4",0,0.712115338519396,0.431,0.165,0,0,"KCNE4"
"INSIG1",0,0.711704097708751,0.767,0.651,0,0,"INSIG1"
"HOXB6",0,0.711434288701918,0.577,0.202,0,0,"HOXB6"
"PGF",0,0.711280919546878,0.468,0.406,0,0,"PGF"
"VEGFA",0,0.707229186214123,0.914,0.86,0,0,"VEGFA"
"CYR61",0,0.705974571683969,0.977,0.944,0,0,"CYR61"
"SERPINB2",0,0.702258432010705,0.908,0.873,0,0,"SERPINB2"
"COL6A2",0,0.701346236431458,0.998,0.957,0,0,"COL6A2"
"GLIS3",0,0.683043276027603,0.865,0.697,0,0,"GLIS3"
"SOCS2",0,0.680308173693261,0.57,0.303,0,0,"SOCS2"
"CTSC",0,0.679346712432418,0.96,0.899,0,0,"CTSC"
"SELENOM",0,0.667207411688651,1,0.991,0,0,"SELENOM"
"GPAT3",0,0.66421440519851,0.533,0.294,0,0,"GPAT3"
"AKR1C2",0,0.647082965634177,0.498,0.335,0,0,"AKR1C2"
"IL1RL1",0,0.643990249469461,0.352,0.135,0,0,"IL1RL1"
"PTGER2",0,0.641682830686645,0.502,0.178,0,0,"PTGER2"
"SMIM3",0,0.641567091642342,0.953,0.854,0,0,"SMIM3"
"TGFBR3",0,0.632174193529088,0.771,0.627,0,0,"TGFBR3"
"RCAN1",0,0.630666025351157,0.836,0.805,0,0,"RCAN1"
"AL139393.2",0,0.628017136528312,0.365,0.128,0,0,"AL139393.2"
"SERPINE1",0,0.627706206469042,0.995,0.988,0,0,"SERPINE1"
"MT2A",0,0.625018549136619,1,0.999,0,0,"MT2A"
"PRRX1",0,0.623529990330354,0.998,0.887,0,0,"PRRX1"
"SPOCK1",0,0.62196261957752,0.875,0.734,0,0,"SPOCK1"
"HAS2",0,0.619512858246874,0.729,0.64,0,0,"HAS2"
"COL7A1",0,0.617908895406912,0.479,0.153,0,0,"COL7A1"
"ACSL4",0,0.613622252402569,0.986,0.971,0,0,"ACSL4"
"C1QBP",0,0.610415147327386,1,0.998,0,0,"C1QBP"
"BDKRB1",0,0.609232262552,0.644,0.609,0,0,"BDKRB1"
"GAL",0,0.608689427958101,0.525,0.444,0,0,"GAL"
"PBX1",0,0.607671671313341,0.798,0.728,0,0,"PBX1"
"TNFAIP2",0,0.604723830310178,0.706,0.643,0,0,"TNFAIP2"
"GCH1",0,0.601208334925591,0.581,0.286,0,0,"GCH1"
"FGF2",0,0.597075822140425,0.958,0.945,0,0,"FGF2"
"FGFR1",0,0.59025776816503,0.969,0.924,0,0,"FGFR1"
"RCN3",0,0.586311078877626,0.927,0.779,0,0,"RCN3"
"MPC2",0,0.585144627642064,0.997,0.989,0,0,"MPC2"
"IRS1",0,0.58307076549143,0.67,0.477,0,0,"IRS1"
"MT1A",0,0.570647055317223,0.673,0.662,0,0,"MT1A"
"ADK",0,0.569769716623205,0.857,0.781,0,0,"ADK"
"MMP2",0,0.568699972674001,0.996,0.889,0,0,"MMP2"
"SPRY2",0,0.565593322936477,0.644,0.367,0,0,"SPRY2"
"COX7A1",0,0.562662229013145,0.603,0.369,0,0,"COX7A1"
"ID1",0,0.556593840362436,0.898,0.934,0,0,"ID1"
"MGST1",0,0.556204025755472,1,0.995,0,0,"MGST1"
"PDE4D",0,0.55255923514749,0.624,0.375,0,0,"PDE4D"
"ABL1",0,0.552440180338678,0.842,0.748,0,0,"ABL1"
"PRMT1",0,0.546889792746863,0.997,0.989,0,0,"PRMT1"
"SLC43A3",0,0.544781824764269,0.944,0.861,0,0,"SLC43A3"
"PSMB7",0,0.544553212403069,1,0.997,0,0,"PSMB7"
"SLC9A3R2",0,0.541161425342626,0.478,0.206,0,0,"SLC9A3R2"
"NRP2",0,0.540120144301561,0.906,0.851,0,0,"NRP2"
"BARX1",0,0.533585395414219,0.392,0.122,0,0,"BARX1"
"BIRC3",0,0.529743950726115,0.564,0.417,0,0,"BIRC3"
"CYP26B1",0,0.526865251011118,0.289,0.103,0,0,"CYP26B1"
"NMB",0,0.525971362987237,0.497,0.318,0,0,"NMB"
"SNX9",0,0.520175342373837,0.944,0.886,0,0,"SNX9"
"ID3",0,0.520020922846977,0.945,0.969,0,0,"ID3"
"CREB3L2",0,0.517802481807963,0.866,0.79,0,0,"CREB3L2"
"FKBP11",0,0.515227190714653,0.962,0.926,0,0,"FKBP11"
"FOSL1",0,0.512330833750387,0.917,0.813,0,0,"FOSL1"
"TBX3",0,0.512038948011508,0.74,0.62,0,0,"TBX3"
"MEDAG",0,0.510201467427134,0.882,0.868,0,0,"MEDAG"
"DST",0,0.506489930244651,0.887,0.849,0,0,"DST"
"ZNF503",0,0.503993492625509,0.88,0.868,0,0,"ZNF503"
"SLC7A2",0,0.503907122388891,0.425,0.174,0,0,"SLC7A2"
"PHB",0,0.499330806144446,1,0.998,0,0,"PHB"
"SMOX",0,0.49799161804257,0.455,0.241,0,0,"SMOX"
"MYO1B",0,0.497356470171513,0.962,0.925,0,0,"MYO1B"
"GFPT2",0,0.4970034010047,0.873,0.801,0,0,"GFPT2"
"BAG2",0,0.496085400378647,0.808,0.746,0,0,"BAG2"
"LUM",0,0.494799547865708,0.679,0.638,0,0,"LUM"
"SOCS3",0,0.494132398940098,0.837,0.812,0,0,"SOCS3"
"NME1",0,0.493380934177093,1,0.996,0,0,"NME1"
"DNER",0,0.491460970592034,0.395,0.121,0,0,"DNER"
"CXCL5",0,0.488406029397916,0.949,0.904,0,0,"CXCL5"
"ZBTB38",0,0.485143105065921,0.906,0.836,0,0,"ZBTB38"
"IMP3",0,0.484733825275797,0.984,0.96,0,0,"IMP3"
"NAT14",0,0.482286927311989,0.518,0.233,0,0,"NAT14"
"DCAF13",0,0.48111220550693,0.953,0.911,0,0,"DCAF13"
"OSMR",0,0.481039518784408,0.936,0.89,0,0,"OSMR"
"AL133351.1",0,0.478236759745134,0.324,0.11,0,0,"AL133351.1"
"FGF10",0,0.474871410376236,0.303,0.06,0,0,"FGF10"
"SLC19A2",0,0.474442371367042,0.485,0.203,0,0,"SLC19A2"
"PLIN2",0,0.473913399928464,0.991,0.972,0,0,"PLIN2"
"EIF3I",0,0.471494427652281,1,0.998,0,0,"EIF3I"
"SEC61G",0,0.470973689522859,1,1,0,0,"SEC61G"
"TSLP",0,0.470284311144362,0.355,0.161,0,0,"TSLP"
"PRKG1",0,0.468925239710568,0.506,0.208,0,0,"PRKG1"
"GNAI1",0,0.467942855030804,0.711,0.588,0,0,"GNAI1"
"MYC",0,0.467085835662592,0.862,0.804,0,0,"MYC"
"CARMN",0,0.465850040229015,0.344,0.14,0,0,"CARMN"
"PNO1",0,0.465630492375119,0.898,0.855,0,0,"PNO1"
"LMO4",0,0.465608128987757,0.987,0.984,0,0,"LMO4"
"DDX21",0,0.464725356219128,0.997,0.99,0,0,"DDX21"
"RPLP0",0,0.463708862585815,1,1,0,0,"RPLP0"
"EIF1B",0,0.463317204177785,0.974,0.952,0,0,"EIF1B"
"GPR161",0,0.46124867191128,0.464,0.195,0,0,"GPR161"
"COL6A1",0,0.461020452643552,0.987,0.942,0,0,"COL6A1"
"RRP9",0,0.459661488842165,0.798,0.698,0,0,"RRP9"
"SEPT9",0,0.459140538501317,0.835,0.748,0,0,"SEPT9"
"ADAMTS6",0,0.458284414755525,0.734,0.617,0,0,"ADAMTS6"
"CCND2",0,0.457639429113492,0.86,0.791,0,0,"CCND2"
"PTP4A1",0,0.456294549718525,0.873,0.852,0,0,"PTP4A1"
"SRPRB",0,0.453921107559463,0.947,0.922,0,0,"SRPRB"
"CLCF1",0,0.452847641406491,0.57,0.375,0,0,"CLCF1"
"C16orf45",0,0.452565485236279,0.488,0.27,0,0,"C16orf45"
"PFDN2",0,0.452134825552946,0.999,0.997,0,0,"PFDN2"
"PSME2",0,0.449424757929685,0.995,0.988,0,0,"PSME2"
"TFPI",0,0.449365674095788,0.719,0.568,0,0,"TFPI"
"SLC35F2",0,0.448492273734896,0.597,0.333,0,0,"SLC35F2"
"SLC38A5",0,0.442451343566664,0.695,0.656,0,0,"SLC38A5"
"GNPNAT1",0,0.439796611686863,0.885,0.804,0,0,"GNPNAT1"
"PRICKLE1",0,0.438419031994746,0.446,0.196,0,0,"PRICKLE1"
"EIF5A",0,0.438120643368168,1,1,0,0,"EIF5A"
"PLA2G4A",0,0.436226675175488,0.503,0.254,0,0,"PLA2G4A"
"UAP1",0,0.436146800189019,0.983,0.959,0,0,"UAP1"
"PPIB",0,0.435590882068882,1,1,0,0,"PPIB"
"AIFM2",0,0.43359725377339,0.825,0.796,0,0,"AIFM2"
"HSPD1",0,0.433147477856085,1,0.999,0,0,"HSPD1"
"SRM",0,0.432983942078325,0.999,0.995,0,0,"SRM"
"GPATCH4",0,0.43249800225035,0.924,0.897,0,0,"GPATCH4"
"SLIRP",0,0.429694800650067,1,0.999,0,0,"SLIRP"
"PSD3",0,0.425764338911096,0.546,0.317,0,0,"PSD3"
"RSL1D1",0,0.425459635549788,0.994,0.984,0,0,"RSL1D1"
"PSMD8",0,0.423772357333716,1,1,0,0,"PSMD8"
"AC003092.1",0,0.422604526156764,0.296,0.124,0,0,"AC003092.1"
"SRPX",0,0.422238253136395,0.572,0.377,0,0,"SRPX"
"FXYD6",0,0.421903424080722,0.309,0.088,0,0,"FXYD6"
"RPS26",0,0.421514275184344,1,1,0,0,"RPS26"
"TNFRSF12A",0,0.419726817970059,1,0.995,0,0,"TNFRSF12A"
"LDHA",0,0.419485774392386,1,1,0,0,"LDHA"
"DNM3OS",0,0.416955957684789,0.549,0.302,0,0,"DNM3OS"
"NR2F1",0,0.415432981984688,0.483,0.314,0,0,"NR2F1"
"PGM3",0,0.415154043742029,0.926,0.899,0,0,"PGM3"
"RIPK2",0,0.414875719975381,0.631,0.458,0,0,"RIPK2"
"PDE3A",0,0.413606372283515,0.296,0.076,0,0,"PDE3A"
"ATP5MC1",0,0.41242243075742,0.999,0.996,0,0,"ATP5MC1"
"SSR3",0,0.411937089607918,1,1,0,0,"SSR3"
"APRT",0,0.411499137353839,1,0.999,0,0,"APRT"
"LSM7",0,0.410324982818118,0.994,0.992,0,0,"LSM7"
"ZNF462",0,0.410270411580234,0.514,0.268,0,0,"ZNF462"
"SPON1",0,0.410220840428021,0.485,0.301,0,0,"SPON1"
"PLPP3",0,0.41007870214285,0.934,0.837,0,0,"PLPP3"
"RPL7L1",0,0.409251623654697,0.989,0.976,0,0,"RPL7L1"
"EIF4A1",0,0.408517483922126,0.998,0.993,0,0,"EIF4A1"
"RSL24D1",0,0.407833997094696,0.998,0.99,0,0,"RSL24D1"
"PRDX4",0,0.407353848527004,0.998,0.992,0,0,"PRDX4"
"PUM3",0,0.407288273324997,0.916,0.892,0,0,"PUM3"
"BRIX1",0,0.405920986165508,0.926,0.89,0,0,"BRIX1"
"PNMA1",0,0.404074535516387,0.696,0.596,0,0,"PNMA1"
"RPF2",0,0.400893518007093,0.928,0.899,0,0,"RPF2"
"WDR43",0,0.400779790634457,0.934,0.902,0,0,"WDR43"
"RAI14",0,0.399837801916358,0.966,0.948,0,0,"RAI14"
"NQO2",0,0.398846687570521,0.899,0.861,0,0,"NQO2"
"BZW2",0,0.397312677336262,0.9,0.865,0,0,"BZW2"
"LMAN1",0,0.396716005411722,0.999,0.995,0,0,"LMAN1"
"SLC7A5",0,0.396269840976154,0.51,0.311,0,0,"SLC7A5"
"ARID5B",0,0.396192703513826,0.963,0.938,0,0,"ARID5B"
"CCT2",0,0.39586558578729,0.999,0.997,0,0,"CCT2"
"HOTAIRM1",0,0.39536363077174,0.548,0.354,0,0,"HOTAIRM1"
"IMP4",0,0.394917028089514,0.962,0.944,0,0,"IMP4"
"CHIC2",0,0.393341979929215,0.858,0.799,0,0,"CHIC2"
"HOXB2",0,0.393014946914015,0.759,0.704,0,0,"HOXB2"
"NPM1",0,0.392225582714241,1,1,0,0,"NPM1"
"CSNK1A1",0,0.391251665890176,0.998,0.994,0,0,"CSNK1A1"
"SLC16A7",0,0.390988033736777,0.816,0.764,0,0,"SLC16A7"
"ITGB1",0,0.38873818306712,1,1,0,0,"ITGB1"
"CMSS1",0,0.387860540042773,0.953,0.927,0,0,"CMSS1"
"EPAS1",0,0.38697658307988,0.92,0.899,0,0,"EPAS1"
"EBNA1BP2",0,0.386778204611167,0.993,0.985,0,0,"EBNA1BP2"
"MCFD2",0,0.385990487512434,0.992,0.988,0,0,"MCFD2"
"ID2",0,0.382219378792356,0.939,0.933,0,0,"ID2"
"DCBLD2",0,0.381858808470953,0.816,0.824,0,0,"DCBLD2"
"SYNJ2",0,0.381152427590978,0.807,0.725,0,0,"SYNJ2"
"UFM1",0,0.380644212449774,0.987,0.983,0,0,"UFM1"
"NOC2L",0,0.380410984913708,0.89,0.853,0,0,"NOC2L"
"SNRPF",0,0.380071143192652,1,0.997,0,0,"SNRPF"
"ANKRD10",0,0.37939782948367,0.637,0.468,0,0,"ANKRD10"
"ERCC1",0,0.378973300354691,0.962,0.942,0,0,"ERCC1"
"ITPRIP",0,0.378937197330682,0.522,0.298,0,0,"ITPRIP"
"APEX1",0,0.37840243061484,0.993,0.985,0,0,"APEX1"
"SNRPD1",0,0.377727293934638,0.999,0.996,0,0,"SNRPD1"
"EBPL",0,0.377377393685662,0.912,0.882,0,0,"EBPL"
"CTNNB1",0,0.376505267030171,0.907,0.877,0,0,"CTNNB1"
"HMOX1",0,0.376453121702288,0.92,0.905,0,0,"HMOX1"
"HSPA9",0,0.376433142081706,0.991,0.984,0,0,"HSPA9"
"NCL",0,0.375659509332039,1,0.999,0,0,"NCL"
"ITGA2",0,0.375563027242648,0.499,0.352,0,0,"ITGA2"
"MRTO4",0,0.374565906827535,0.962,0.939,0,0,"MRTO4"
"MANF",0,0.374026975234731,0.99,0.986,0,0,"MANF"
"RPS2",0,0.373782886368272,1,1,0,0,"RPS2"
"CCT5",0,0.373619873399988,1,0.998,0,0,"CCT5"
"TOMM40",0,0.372784981839855,0.967,0.952,0,0,"TOMM40"
"ELK3",0,0.372206895799445,0.884,0.831,0,0,"ELK3"
"DDR2",0,0.371592040815213,0.87,0.835,0,0,"DDR2"
"JAK1",0,0.370184417261667,0.996,0.994,0,0,"JAK1"
"GLRX3",0,0.369831669885325,0.991,0.982,0,0,"GLRX3"
"TMX2",0,0.369466302848092,0.897,0.865,0,0,"TMX2"
"DPT",0,0.369449043370321,0.422,0.202,0,0,"DPT"
"COA4",0,0.368498517598868,0.989,0.983,0,0,"COA4"
"KCNQ1OT1",0,0.365341043631671,0.508,0.354,0,0,"KCNQ1OT1"
"FKBP4",0,0.365224039941723,0.973,0.962,0,0,"FKBP4"
"GPANK1",0,0.36489336473439,0.816,0.758,0,0,"GPANK1"
"GPC6",0,0.364502612636732,0.372,0.16,0,0,"GPC6"
"LRP1",0,0.362974817826478,0.953,0.913,0,0,"LRP1"
"NOVA1",0,0.362503508798223,0.478,0.277,0,0,"NOVA1"
"TMEM38B",0,0.361806413691016,0.8,0.717,0,0,"TMEM38B"
"CCDC58",0,0.3612530429467,0.806,0.733,0,0,"CCDC58"
"MRPL3",0,0.361252866486324,0.993,0.984,0,0,"MRPL3"
"CCDC85B",0,0.359806515462364,0.976,0.971,0,0,"CCDC85B"
"SINHCAF",0,0.35975225582297,0.758,0.648,0,0,"SINHCAF"
"RHOBTB3",0,0.359135089677478,0.775,0.782,0,0,"RHOBTB3"
"YRDC",0,0.358363791809252,0.852,0.802,0,0,"YRDC"
"NOC3L",0,0.357328827290177,0.891,0.864,0,0,"NOC3L"
"NIFK",0,0.357132394884902,0.982,0.969,0,0,"NIFK"
"FAM126A",0,0.356632872813006,0.802,0.746,0,0,"FAM126A"
"MYDGF",0,0.354005751268282,1,1,0,0,"MYDGF"
"CD3EAP",0,0.353905855786731,0.713,0.642,0,0,"CD3EAP"
"C12orf10",0,0.353785382988701,0.912,0.886,0,0,"C12orf10"
"KDM6B",0,0.353322246998586,0.561,0.359,0,0,"KDM6B"
"IRF1",0,0.35285079135881,0.7,0.601,0,0,"IRF1"
"BCCIP",0,0.351960711370901,0.921,0.902,0,0,"BCCIP"
"CORO2B",0,0.35185996453602,0.398,0.201,0,0,"CORO2B"
"MIDN",0,0.351160176183807,0.902,0.874,0,0,"MIDN"
"ASB6",0,0.350932224174235,0.503,0.284,0,0,"ASB6"
"GRPEL1",0,0.350884618426007,0.968,0.949,0,0,"GRPEL1"
"CCT6A",0,0.350570689082738,0.999,0.998,0,0,"CCT6A"
"GTPBP4",0,0.349986166356728,0.965,0.939,0,0,"GTPBP4"
"CHCHD2",0,0.349712325773843,1,1,0,0,"CHCHD2"
"TOMM22",0,0.349419374783179,0.991,0.986,0,0,"TOMM22"
"PSMC4",0,0.34803763449139,0.985,0.974,0,0,"PSMC4"
"HSPB6",0,0.347899176605693,0.375,0.162,0,0,"HSPB6"
"TIMM13",0,0.347528317546748,0.999,0.996,0,0,"TIMM13"
"EIF1AX",0,0.34730973118045,1,0.999,0,0,"EIF1AX"
"JKAMP",0,0.347204383430859,0.85,0.826,0,0,"JKAMP"
"NR2F2",0,0.346189907147563,0.603,0.548,0,0,"NR2F2"
"NOP16",0,0.345344908420506,0.896,0.873,0,0,"NOP16"
"CEBPB",0,0.34520178109381,0.998,0.995,0,0,"CEBPB"
"NEGR1",0,0.344919530128847,0.377,0.185,0,0,"NEGR1"
"TOP1",0,0.343682891175157,0.987,0.98,0,0,"TOP1"
"RPL28",0,0.342082865789536,1,1,0,0,"RPL28"
"RUNX1",0,0.341137956983653,0.924,0.884,0,0,"RUNX1"
"PAK1IP1",0,0.340986894979482,0.887,0.863,0,0,"PAK1IP1"
"NOL7",0,0.340651070593994,0.999,0.997,0,0,"NOL7"
"GNL3",0,0.340296900863968,0.966,0.952,0,0,"GNL3"
"FAP",0,0.340037853958248,0.744,0.665,0,0,"FAP"
"PHC2",0,0.339693683680391,0.891,0.855,0,0,"PHC2"
"LDLR",0,0.339551804462796,0.519,0.346,0,0,"LDLR"
"PIM3",0,0.338816431120138,0.791,0.721,0,0,"PIM3"
"RPIA",0,0.338583866978993,0.651,0.468,0,0,"RPIA"
"RUVBL1",0,0.338470535433999,0.932,0.91,0,0,"RUVBL1"
"CCT7",0,0.33836813487676,0.997,0.992,0,0,"CCT7"
"NAV3",0,0.338249217441544,0.607,0.473,0,0,"NAV3"
"GPRC5A",0,0.338178098487268,0.309,0.153,0,0,"GPRC5A"
"NRIP1",0,0.338119351986723,0.722,0.667,0,0,"NRIP1"
"SERBP1",0,0.337197941936132,1,1,0,0,"SERBP1"
"DYNLT1",0,0.336378416721861,0.996,0.994,0,0,"DYNLT1"
"SPRY1",0,0.336097985015706,0.427,0.268,0,0,"SPRY1"
"MAP3K4",0,0.336084609955982,0.591,0.419,0,0,"MAP3K4"
"RRP12",0,0.335962730437016,0.521,0.359,0,0,"RRP12"
"IPO5",0,0.335166350440681,0.957,0.947,0,0,"IPO5"
"WDR3",0,0.33468394880865,0.718,0.608,0,0,"WDR3"
"ODC1",0,0.334010957771332,0.963,0.936,0,0,"ODC1"
"ELL2",0,0.3336541727869,0.781,0.746,0,0,"ELL2"
"ALKBH2",0,0.333593991293528,0.602,0.428,0,0,"ALKBH2"
"PACSIN3",0,0.332912128213263,0.502,0.305,0,0,"PACSIN3"
"MXRA7",0,0.332754797849616,0.96,0.946,0,0,"MXRA7"
"UPP1",0,0.332738839403095,0.9,0.884,0,0,"UPP1"
"NHP2",0,0.33247963633316,0.998,0.994,0,0,"NHP2"
"PRELID1",0,0.330735267158623,1,0.999,0,0,"PRELID1"
"RRS1",0,0.330079015533162,0.762,0.677,0,0,"RRS1"
"CSRP1",0,0.329605551882986,0.73,0.725,0,0,"CSRP1"
"DDOST",0,0.327409049033383,0.968,0.954,0,0,"DDOST"
"FKBP14",0,0.32708456805271,0.743,0.7,0,0,"FKBP14"
"POLR2H",0,0.326385601559826,0.967,0.958,0,0,"POLR2H"
"LHFPL6",0,0.325960829193132,0.784,0.759,0,0,"LHFPL6"
"IL1R1",0,0.325252073474418,0.98,0.957,0,0,"IL1R1"
"HSPE1",0,0.325156534135417,1,0.999,0,0,"HSPE1"
"DDX18",0,0.324919067566042,0.995,0.989,0,0,"DDX18"
"PDZRN3",0,0.324487234386821,0.452,0.291,0,0,"PDZRN3"
"PPP1R14B",0,0.324197718268834,1,1,0,0,"PPP1R14B"
"GPX3",0,0.323031013993115,0.321,0.159,0,0,"GPX3"
"ATP5F1B",0,0.323030739991548,1,0.999,0,0,"ATP5F1B"
"COL6A3",0,0.322906335675437,0.83,0.742,0,0,"COL6A3"
"RPL7A",0,0.322023338902615,1,1,0,0,"RPL7A"
"LAMC1",0,0.322013677686917,0.911,0.886,0,0,"LAMC1"
"PRDX6",0,0.321948005376615,1,0.998,0,0,"PRDX6"
"RRP15",0,0.321501945711319,0.888,0.857,0,0,"RRP15"
"ENG",0,0.321447551699253,0.874,0.806,0,0,"ENG"
"COL18A1",0,0.321442113114684,0.435,0.216,0,0,"COL18A1"
"HOXA3",0,0.319887110447838,0.362,0.185,0,0,"HOXA3"
"SNRPE",0,0.31977402277452,1,0.998,0,0,"SNRPE"
"FJX1",0,0.319731837505312,0.709,0.613,0,0,"FJX1"
"CBLB",0,0.319604001653091,0.455,0.226,0,0,"CBLB"
"TBX2",0,0.319179774260823,0.335,0.146,0,0,"TBX2"
"CCDC86",0,0.318991354789719,0.745,0.659,0,0,"CCDC86"
"MRPL52",0,0.317919231677804,1,0.999,0,0,"MRPL52"
"JARID2",0,0.317349938734807,0.575,0.366,0,0,"JARID2"
"RPL7",0,0.317172907710305,1,1,0,0,"RPL7"
"RPL23A",0,0.317093746880088,1,1,0,0,"RPL23A"
"RPL24",0,0.31693929145132,1,1,0,0,"RPL24"
"TRMT112",0,0.316247518466195,1,0.999,0,0,"TRMT112"
"LAPTM4B",0,0.316121454770334,0.856,0.838,0,0,"LAPTM4B"
"GGT5",0,0.3158900402727,0.343,0.151,0,0,"GGT5"
"PSMA3",0,0.315749870183476,0.998,0.994,0,0,"PSMA3"
"BMS1",0,0.314914425483552,0.873,0.855,0,0,"BMS1"
"TNFRSF10D",0,0.314688538336227,0.402,0.216,0,0,"TNFRSF10D"
"GAR1",0,0.312484142715894,0.872,0.85,0,0,"GAR1"
"STOML2",0,0.312213120294345,0.996,0.993,0,0,"STOML2"
"NIP7",0,0.312103576761237,0.842,0.807,0,0,"NIP7"
"MRPL36",0,0.311761836318194,0.977,0.968,0,0,"MRPL36"
"RND3",0,0.311453546101677,0.946,0.932,0,0,"RND3"
"NES",0,0.311136819956195,0.355,0.163,0,0,"NES"
"VCL",0,0.311023748430717,0.857,0.852,0,0,"VCL"
"STXBP1",0,0.310237512828283,0.465,0.253,0,0,"STXBP1"
"SLC39A14",0,0.310050299733869,0.872,0.883,0,0,"SLC39A14"
"HOXB5",0,0.309667691609825,0.263,0.075,0,0,"HOXB5"
"CCDC47",0,0.308860905469065,0.964,0.953,0,0,"CCDC47"
"CKB",0,0.308471081004863,0.361,0.197,0,0,"CKB"
"IL15RA",0,0.308259852694005,0.511,0.309,0,0,"IL15RA"
"ARF4",0,0.308127861578011,1,0.999,0,0,"ARF4"
"ANXA5",0,0.307976721741732,1,1,0,0,"ANXA5"
"WDR46",0,0.307930711935612,0.838,0.8,0,0,"WDR46"
"SSSCA1",0,0.307523741326226,0.927,0.923,0,0,"SSSCA1"
"CYCS",0,0.307478242215614,0.999,0.998,0,0,"CYCS"
"PMEPA1",0,0.306312135909421,0.836,0.83,0,0,"PMEPA1"
"COTL1",0,0.306106220080516,0.98,0.984,0,0,"COTL1"
"SELENOS",0,0.305321429297856,0.995,0.993,0,0,"SELENOS"
"MTHFD2L",0,0.305239866087316,0.594,0.439,0,0,"MTHFD2L"
"PAMR1",0,0.303797533365067,0.291,0.11,0,0,"PAMR1"
"NDUFAF2",0,0.303776642452953,0.978,0.964,0,0,"NDUFAF2"
"RBM22",0,0.303630271830086,0.753,0.705,0,0,"RBM22"
"BNIP3",0,0.303334510562793,0.947,0.947,0,0,"BNIP3"
"ITGB3",0,0.301955123763107,0.449,0.223,0,0,"ITGB3"
"SRI",0,0.30130768180968,0.995,0.993,0,0,"SRI"
"EEF1E1",0,0.300407631252209,0.935,0.905,0,0,"EEF1E1"
"C8orf33",0,0.300384078979119,0.903,0.895,0,0,"C8orf33"
"EIF2S1",0,0.300131358386923,0.981,0.975,0,0,"EIF2S1"
"BYSL",0,0.299980408627731,0.685,0.556,0,0,"BYSL"
